,Название фильма,Дата начала показа фильма,Аннотация,Вид Фильма,Категория,Цвет,"Продолжительность демонстрации, часы","Продолжительность демонстрации, минуты",Формат носителя,Студия-производитель,Страна производства,Год производства,Режиссер,Художник,Сценарист,Оператор,Композитор,Продюсер,Возрастная категория
361130,Тайная жизнь домашних животных 2,2019-05-25,Приключения,Анимационный,Кино,Цветной,1.0,85.0,HDD,"Иллюминейшн Интертейнмент, Юниверсал Пикчерз","США, Франция, Япония",2019,Крис Рено,Колин Стимпсон,Брайан Линч,,Александр Деспла,Лиз-Мари Амар,6+
361131,Однажды в Трубчевске,2019-06-09,Драма о любви,Художественный,Кино,Цветной,1.0,80.0,HDD,"ООО ""Кинокомпания АРСИ-фильм""",Россия,2019,Л.Садилова,И.Столяров,Л.Садилова,А.Петрига,,"Л.Шнайдерман, Л.Садилова",16+
361132,Это не навсегда,2019-05-31,Мелодрама о детдомовских детях,Художественный,Кино,Цветной,1.0,93.0,HDD,"ООО ""ВЕГА ФИЛЬМ""",Россия,2019,"Е.Яцкина, А.Рубинштейн","О.Арзуманова, В.Крутов","Е.Яцкина, А.Рубинштейн","Н.Герман, А.Сафронов, Б.Кирисенко",К.Познеков,"К.Михайлова, К.Фам",12+
361134,Дылда,2019-06-14,Драма,Художественный,Кино,Цветной,2.0,137.0,DPX,"ООО ""Нон-Стоп Продакшн"" ",Россия,2019,К.Балагов,С.Иванов,"А.Терехов, К.��алагов",К.Середа,Е.Гальперин,"С.Мелькумов, А.Роднянский",16+
361136,Двойная жизнь,2019-05-28,Драма,Художественный,Кино,Цветной,1.0,108.0,HDD,"Си Джи Синема, Вортекс Сутра, Арт Франс Синема, Плэйтам, Канал +, Сине +, Синекэпитал, Синевентюр 3, Кофинова14, Индефильм 6, Банк Посталь Имаж 11, Софика Манон 8, СофиТиВисине 5 ",Франция,2018,Оливье Ассаяс,Франсуа-Рено Лабарт,Оливье Ассаяс,Йорик Ле Со,,Шарль Жилибер,16+
361137,Дитя робота,2019-06-20,Триллер,Художественный,Кино,Цветной,1.0,113.0,HDD,"Пенгуин Эмпайр, Саверн Лайт Филмз, Реа Филмз",Австралия,2019,Грант Спьютор,Хью Бэйтап,Майкл Ллойд Грин,Стив Аннис,,"Келвин Манро, Тимоти Уайт",16+
361138,Обитель страха,2019-06-06,Фильм ужасов,Художественный,Кино,Цветной,1.0,88.0,HDD,"Соапбокс Филмз, Дивайд / Конка, Майнд Хайв Филмз",США,2018,Эмма Тамми,"Кортни Андужар, Хиллари Андужар",Тереза Сазерленд,Лин Монкриф,Бен Ловетт,"Кристофер Алендер, Дэвид Гроув Черчиль Вист ",18+
361139,Ядовитая роза,2019-05-23,Триллер,Художественный,Кино,Цветной,1.0,97.0,HDD,Миллениум Медиа,США - Италия,2019,"Джордж Галло, Франческо Синкуемани",Джо Леммон,Ричард Сальваторе,Терри Стэйси,"Маркус Сьевал, Альдо Шлаку","Оскар Генерале, Джефф Эллиотт",18+
361154,Вельзевул,2019-07-04,Ужасы,Художественный,Кино,Цветной,,,HDD,"Фондо до Инверсион у Эстимуорм ал Сине, Пасторела Пеликулас, Универсидад Аутона де Байя Калифорния",Мексика,2017,Эмилио Портес,Карлос Лагунас,"Луис Карлос Фуэнтес, Эмилио Портес",Рамон Ороско,Альдо Макс Родригез,"Родриго Эрранс, Стефани Бошеф, Томас Бода",18+
361156,Рокетмен,2019-05-30,Мюзикл,Художественный,Кино,Цветной,1.0,119.0,Другой,"Маав Филмз, Маав Стюдиос, Нью Паблик Пикчерз, Парамаунт Пикчерз, Пикселоид Стюдиос, Рокет Пикчерз",Великобритания - США,2019,Декстер Флетчер,Маркус Роулэнд,Ли Холл,Джордж Ричмонд,Мэттью Марджесон,"Адам Болинг, Дэвид Рейд, Дэвид Ферниш",18+
361158,"Экипаж 3,14",2019-05-30,Фарс о злоключениях полицейского экипажа,Художественный,Кино,Цветной,0.0,21.0,HDD,"ООО ""Кинокомпания ""Дивера Фильм""",Россия,2019,Д.Павлов,Д.Исаев,"С.Абрамов, Д.Павлов",Р.Валиев,Д.Ицков,В.Микова,16+
361160,Шина667 (Sheena667),2019-06-14,Драма,Художественный,Кино,Цветной,1.0,97.0,HDD,"Автономная некоммерческая организация по развитию и поддержке молодежных театральных и кинопостановок ""СКАУТ""",Россия,2019,Г.Добрыгин,А.Панкратов,"А.Родионов, Г.Добрыгин, И.Носоченко",М.Кричман,,Г.Добрыгин,18+
361162,Танец с саблями,2019-05-29,Драма,Художественный,Кино,Цветной,1.0,91.0,Другой,"ООО ""Кинокомпания Флагман"" по заказу ООО ""ММЕ""",Россия,2018,Ю.Разыков,"Н.Каспарова, Л.Мхитарян",Ю.Разыков,Ю.Михайлишин,"А.Артишевский, А.Берберян","Р.Дишдишян, ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",16+
361164,Как мы захотим,2019-06-09,Драма,Художественный,Кино,Цветной,1.0,83.0,HDD,Козлов Владимир Владимирович,Россия,2018,В.Козлов,,В.Козлов,А.Черешнев,"Д.Авдеев, И.Плужников",В.Козлов,18+
361165,Верность,2019-06-13,Драма,Художественный,Кино,Цветной,1.0,82.0,HDD,"ООО ""Друг Друга""",Россия,2019,Н.Сайфуллаева,М.Парфенова-Чухрай,"Л.Мульменко, Н.Сайфуллаева",М.Зисельсон,,"С.Корнихин, В.Федорович, Е.Никишов, П.Лилиенфельд",18+
361167,Услышь меня,2019-06-07,Фильм для детей,Художественный,Кино,Цветной,2.0,128.0,HDD,"ООО Кинокомпания ""СИБИРЬ ФИЛЬМ""",Россия,2019,В.Кузовлев,С.Кузовлева,В.Кузовлев,К.Лисков,"А.Лукьянец, А.Бадерхан","В.Кузовлев, М.Кузовлева",6+
361169,Годзилла 2: Король монстров,2019-05-30,Фантастика,Художественный,Кино,Цветной,2.0,132.0,HDD,"Уорнер Бразерс, Леджендари Пикчерз, Тохо Компани, Ванда Кингдао Студиос",США,2019,Майкл Догерти,Скотт Чамблисс,"Майкл Догерти, Зак Шилдс",Лоуренс Шер,Беар Маккрири,"Алекс Гарсиа, Джон Джашни, Мэри Пэрент, Брайан Роджерс, Томас Талл",16+
361170,Люди Икс: Темный феникс,2019-06-06,Фантастика,Художественный,Кино,Цветной,1.0,114.0,HDD,"ХХ век Фокс, Бад Хат Харри Продакшнз, Доннерс Компани, Марвел Интертейнмент, Тэ Эс Гэ Интертейнмент",США,2019,Саймон Кинберг,Клод Паре,"Джон Бирн, Саймон Кинберг, Крис Клэрмонт",Мауро Фиоре,Ханс Циммер,"Саймон Кинберг, Хатч Паркер, Лорен Шулер Доннер",16+
361171,Так сказал Чарли,2019-05-30,Драма,Художественный,Кино,Цветной,1.0,104.0,HDD,"Фортитьюд Интернэшнл, Эпик Левел Интертейнмент, Роксвелл Филмз, Сквики Филмз",США,2018,Мэри Хэррон,Динс В.В.Даниелсен,"Эд Сандерс, Гвиневер Тернер, Карлин Фэйл",Крилле Форсберг,Киген Девитт,"Синди Райс, Джереми М.Розен, Джон Фрэнк Розенблюм",18+
